,PlayerId,Player,Team,Position,GP,TOI,Goals,TotalAssists,FirstAssists,SecondAssists,TotalPoints,IPP,Shots,SHPercentage,ixG,iCF,iFF,iSCF,iHDCF,RushAttempts,ReboundsCreated,PIM,TotalPenalties,Minor,Major,Misconduct,PenaltiesDrawn,Giveaways,Takeaways,Hits,HitsTaken,ShotsBlocked,FaceoffsWon,FaceoffsLost,FaceoffsPercentage
587,Brandon Hagel,CHI,L,46,797.43333333333,14,13,11,2,27,61.36,75,18.67,8.66,140,104,86,36,6,3,19,8,7,1,0,17,16,28,32,113,20,12,17,41.38
410,Brandon Montour,FLA,D,50,872.35,5,15,5,10,20,41.67,93,5.38,5.48,183,133,62,12,5,13,34,16,16,0,0,11,27,11,28,66,46,0,0,-
226,Brandon Saad,STL,L,46,753.3,17,11,5,6,28,63.64,98,17.35,12.74,141,116,101,49,5,11,6,3,3,0,0,4,15,27,14,37,13,4,8,33.33
524,Brandon Tanev,SEA,L,30,437.95,9,6,4,2,15,78.95,51,17.65,7.28,77,64,48,31,5,8,13,5,4,1,0,6,11,10,98,56,22,1,1,50.00
140,Brayden McNabb,VGK,D,51,1011.6,2,8,2,6,10,25.64,56,3.57,2.81,131,93,28,4,3,11,34,14,12,2,0,11,18,30,107,121,132,0,0,-
415,Brayden Point,T.B,C,35,693.35,18,16,6,10,34,56.67,103,17.48,14.2,171,152,144,76,6,6,20,7,5,2,0,10,13,19,26,35,9,195,190,50.65
131,Brayden Schenn,STL,C,34,579.01666666667,15,13,9,4,28,62.22,60,25.00,7.45,104,79,81,35,2,4,20,7,5,2,0,5,13,14,48,22,7,121,137,46.90
200,Brendan Gallagher,MTL,R,33,502.03333333333,4,8,6,2,12,54.55,82,4.88,9.66,140,111,91,50,3,14,30,11,10,0,1,18,8,11,38,38,16,9,19,32.14
406,Brendan Lemieux,L.A,L,38,426.83333333333,7,2,2,0,9,52.94,53,13.21,6.47,110,84,68,35,9,9,77,20,11,7,2,19,12,9,95,49,14,10,11,47.62
394,Brendan Perlini,EDM,L,22,185.35,4,1,1,0,5,83.33,23,17.39,2.02,43,33,23,6,2,1,6,3,3,0,0,0,2,3,27,12,3,0,1,0.00
73,Brendan Smith,CAR,D,28,397.03333333333,3,2,0,2,5,31.25,36,8.33,1.05,83,51,17,1,0,2,19,8,7,1,0,7,7,9,45,43,26,0,0,-
161,Brenden Dillon,WPG,D,47,910.25,1,14,3,11,15,37.50,65,1.54,2.71,146,95,38,4,3,7,44,16,12,4,0,11,27,11,125,59,60,0,0,-
10,Brent Burns,S.J,D,50,1315.1,5,29,16,13,34,47.22,139,3.60,6.06,282,192,75,10,27,24,28,14,14,0,0,7,54,34,32,38,97,0,1,0.00
546,Brett Howden,VGK,C,38,398.5,8,10,5,5,18,81.82,34,23.53,5.04,53,48,42,29,4,10,10,5,5,0,0,6,10,10,45,47,29,113,116,49.34
297,Brett Kulak,MTL,D,45,798.78333333333,2,9,4,5,11,39.29,42,4.76,1.41,85,54,19,3,3,10,25,11,10,1,0,9,35,11,57,68,32,0,0,-
711,Brett Leason,WSH,R,35,316,3,3,2,1,6,60.00,45,6.67,3.28,67,54,40,15,1,2,4,2,2,0,0,0,4,9,15,28,14,3,5,37.50
574,Brett Murray,BUF,L,19,246.3,2,4,3,1,6,66.67,14,14.29,2.67,25,22,21,14,0,6,23,5,3,1,1,5,5,4,17,16,2,0,0,-
355,Brett Pesce,CAR,D,38,831.96666666667,4,12,7,5,16,40.00,78,5.13,3.16,155,107,29,8,4,8,14,7,7,0,0,6,20,23,24,36,53,0,0,-
227,Brett Ritchie,CGY,R,24,228.58333333333,0,0,0,0,0,0.00,37,0.00,3.35,60,49,38,18,5,3,21,9,8,1,0,6,7,2,36,19,4,0,1,0.00
11,Brian Boyle,PIT,C,39,414.6,6,3,1,2,9,75.00,59,10.17,5.15,81,73,47,25,1,6,23,6,3,3,0,6,7,10,51,29,23,110,131,45.64
145,Brian Dumoulin,PIT,D,47,1037.5166666667,3,11,2,9,14,28.00,57,5.26,2.82,119,88,25,5,1,7,12,6,6,0,0,3,31,22,52,109,94,0,0,-
466,Brock Boeser,VAN,R,46,866.11666666667,15,13,6,7,28,63.64,130,11.54,15.49,261,187,143,48,6,13,12,6,6,0,0,6,13,24,18,21,19,11,13,45.83
293,Brock McGinn,PIT,L,49,747.76666666667,10,6,5,1,16,64.00,83,12.05,7.51,128,108,81,34,7,7,8,4,4,0,0,8,16,12,76,69,39,15,26,36.59
178,Brock Nelson,NYI,C,37,638.76666666667,18,9,4,5,27,77.14,87,20.69,11.1,139,108,101,51,5,10,23,10,9,1,0,10,23,22,23,38,23,233,243,48.95
196,Bryan Rust,PIT,R,30,563.33333333333,18,21,13,8,39,72.22,100,18.00,14.43,164,138,110,49,7,10,8,4,4,0,0,4,18,9,20,36,15,1,4,20.00
311,Buddy Robinson,ANA,R,23,217.48333333333,1,3,1,2,4,66.67,28,3.57,2.54,38,35,22,14,1,3,10,2,0,2,0,4,5,5,43,12,6,0,5,0.00
50,Cal Clutterbuck,NYI,R,46,641.66666666667,5,6,1,5,11,78.57,59,8.47,6.08,92,79,61,22,3,3,10,5,5,0,0,12,12,17,189,68,19,10,3,76.92
612,Cal Foote,T.B,D,35,483.38333333333,0,4,2,2,4,18.18,32,0.00,1.3,83,54,18,4,8,4,15,6,5,1,0,7,8,3,58,58,40,0,0,-
643,Cale Makar,COL,D,46,1155.45,18,33,16,17,51,51.52,132,13.64,8.23,286,178,82,6,4,17,8,4,4,0,0,6,21,23,52,39,54,0,0,-
471,Caleb Jones,CHI,D,28,418.15,2,3,0,3,5,33.33,30,6.67,1.25,58,38,18,2,0,0,6,3,3,0,0,4,11,9,36,43,33,0,0,-
696,Calen Addison,MIN,D,11,151.01666666667,2,1,1,0,3,30.00,12,16.67,0.53,25,16,8,1,2,1,0,0,0,0,0,4,0,0,11,10,3,0,0,-
166,Calle Jarnkrok,SEA,C,41,682.55,10,10,1,9,20,62.50,65,15.38,7.52,113,91,63,21,3,7,2,1,1,0,0,5,12,16,21,49,12,107,105,50.47
134,Calvin de Haan,CHI,D,48,922.06666666667,1,4,2,2,5,23.81,73,1.37,2.99,153,110,36,4,3,6,21,9,8,1,0,8,44,14,90,57,126,0,0,-
114,Cam Atkinson,PHI,R,51,937.81666666667,17,20,14,6,37,66.07,154,11.04,16.05,227,196,141,71,9,18,8,4,4,0,0,4,17,26,16,30,34,4,7,36.36
538,Cam Dineen,ARI,D,14,200.1,0,4,2,2,4,50.00,18,0.00,0.78,35,24,13,2,2,2,0,0,0,0,0,1,3,0,5,29,17,0,0,-
182,Cam Fowler,ANA,D,49,1178.2,6,20,12,8,26,40.63,82,7.32,4.66,203,113,61,8,3,5,10,5,5,0,0,4,26,19,24,52,75,0,0,-
720,Cam York,PHI,D,13,240.83333333333,1,2,2,0,3,37.50,14,7.14,0.74,35,22,6,1,0,2,2,1,1,0,0,2,3,2,11,22,15,0,0,-
534,Carl Grundstrom,L.A,R,29,323.78333333333,6,3,2,1,9,100.00,51,11.76,5.17,74,67,45,17,6,2,12,6,6,0,0,5,7,4,61,42,9,3,4,42.86
85,Carl Hagelin,WSH,L,50,713.03333333333,3,11,5,6,14,50.00,68,4.41,7.44,113,92,59,30,3,6,20,9,9,0,0,6,13,14,28,42,11,4,9,30.77
326,Carson Soucy,SEA,D,35,592.83333333333,6,7,5,2,13,39.39,45,13.33,1.88,79,55,26,3,1,4,23,10,9,1,0,2,14,11,65,54,39,0,0,-
314,Carter Rowney,DET,C,22,235.81666666667,2,2,1,1,4,44.44,11,18.18,1.61,22,17,15,7,0,2,0,0,0,0,0,1,5,3,31,22,18,56,73,43.41
333,Carter Verhaeghe,FLA,C,50,828.48333333333,16,23,17,6,39,73.58,105,15.24,11.8,197,144,136,49,5,14,28,13,13,0,0,10,29,44,27,81,10,12,3,80.00
150,Casey Cizikas,NYI,C,39,538.21666666667,5,2,2,0,7,53.85,49,10.20,5.53,74,65,55,32,6,5,12,6,6,0,0,9,16,18,84,52,24,285,231,55.23
592,Casey Fitzgerald,BUF,D,13,227.8,0,3,3,0,3,37.50,19,0.00,0.64,33,23,9,1,0,1,15,2,0,1,1,3,5,4,33,16,17,0,0,-
617,Casey Mittelstadt,BUF,C,9,133.4,1,2,1,1,3,75.00,14,7.14,1.3,23,18,15,6,2,0,2,1,1,0,0,1,5,1,0,6,4,49,54,47.57
298,Cedric Paquette,MTL,C,24,212.65,0,2,1,1,2,66.67,16,0.00,1.29,26,21,14,6,0,1,25,7,5,1,1,1,4,5,58,13,14,31,73,29.81
315,Chad Ruhwedel,PIT,D,48,740.51666666667,1,5,2,3,6,20.00,49,2.04,1.83,106,77,22,2,0,7,4,2,2,0,0,5,11,12,92,58,43,0,0,-
281,Chandler Stephenson,VGK,C,48,931.31666666667,13,27,10,17,40,64.52,72,18.06,9.49,112,90,70,27,3,5,22,11,11,0,0,8,20,29,47,88,31,397,406,49.44
173,Charlie Coyle,BOS,C,50,872,12,12,7,5,24,54.55,81,14.81,10.06,128,113,74,40,2,13,16,8,8,0,0,9,30,24,64,42,25,303,336,47.42
530,Charlie McAvoy,BOS,D,47,1155.1166666667,7,23,7,16,30,42.25,94,7.45,4.61,167,124,55,6,0,11,42,18,16,2,0,14,48,18,96,128,77,0,0,-
138,Chris Kreider,NYR,L,50,952.31666666667,33,14,6,8,47,64.38,159,20.75,22.21,253,218,183,114,11,18,16,8,8,0,0,3,29,13,100,33,22,49,39,55.68
287,Chris Tierney,OTT,C,50,646.66666666667,6,9,1,8,15,57.69,59,10.17,6.82,98,81,66,36,3,11,12,6,6,0,0,3,25,19,30,34,23,195,231,45.77
