,PlayerId,Player,Team,Position,GP,TOI,CF,CA,CFPercentage,FF,FA,FFPercentage,SF,SA,SFPercentage,GF,GA,GFPercentage,xGF,xGA,xGFPercentage,SCF,SCA,SCFPercentage,HDCF,HDCA,HDCFPercentage,HDGF,HDGA,HDGFPercentage,MDCF,MDCA,MDCFPercentage,MDGF,MDGA,MDGFPercentage,LDCF,LDCA,LDCFPercentage,LDGF,LDGA,LDGFPercentage,On-Ice,SHPercentage,On-Ice,SVPercentage,PDO,OffZoneStarts,NeuZoneStarts,DefZoneStarts,OnTheFlyStarts,OffZoneStartPercentage,OffZoneFaceoffs,NeuZoneFaceoffsDefZoneFaceoffs,OffZoneFaceoffPercentage
332,Anthony Duclair,FLA,L,43,655.88333333333,753,540,58.24,581,419,58.10,446,331,57.40,66,24,73.33,43.54,30.73,58.62,424,303,58.32,176,147,54.49,41,12,77.36,248,156,61.39,15,5,75.00,298,197,60.20,10,6,62.50,14.80,92.75,1.075,145,147,59,476,71.08,295,219,145,67.05
372,Anthony Mantha,WSH,R,10,138.71666666667,138,98,58.47,103,68,60.23,78,47,62.40,11,8,57.89,7.56,4.11,64.76,70,49,58.82,32,25,56.14,8,5,61.54,38,24,61.29,2,0,100.00,58,41,58.59,1,3,25.00,14.10,82.98,0.971,39,22,14,95,73.58,47,31,27,63.51
117,Antoine Roussel,ARI,L,42,496.48333333333,333,577,36.59,248,445,35.79,181,324,35.84,6,37,13.95,14.79,30.46,32.68,140,271,34.06,71,120,37.17,5,15,25.00,69,151,31.36,0,9,0.00,147,276,34.75,1,12,7.69,3.31,88.58,0.919,68,114,133,475,33.83,91,150,194,31.93
317,Anton Blidh,BOS,L,28,296.48333333333,162,310,34.32,125,230,35.21,97,152,38.96,10,16,38.46,7.59,13.84,35.42,71,149,32.27,34,53,39.08,6,7,46.15,37,96,27.82,3,5,37.50,77,149,34.07,1,4,20.00,10.31,89.47,0.998,30,77,74,254,28.85,54,98,132,29.03
746,Anton Lundell,FLA,C,47,769.43333333333,730,792,47.96,525,585,47.30,396,449,46.86,59,45,56.73,37.91,43.13,46.78,381,396,49.03,142,174,44.94,24,26,48.00,239,222,51.84,25,13,65.79,298,353,45.78,7,6,53.85,14.90,89.98,1.049,91,124,207,620,30.54,201,194,358,35.96
41,Anton Stralman,ARI,D,42,858.25,611,883,40.90,472,704,40.14,340,526,39.26,26,57,31.33,27.35,49.27,35.69,279,445,38.54,118,211,35.87,16,23,41.03,161,234,40.76,6,20,23.08,276,401,40.77,4,14,22.22,7.65,89.16,0.968,65,162,187,622,25.79,159,246,352,31.12
30,Anze Kopitar,L.A,C,50,1049.4333333333,1155,854,57.49,891,643,58.08,653,493,56.98,60,64,48.39,66.5,52.23,56.01,608,459,56.98,253,199,55.97,29,35,45.31,355,260,57.72,12,18,40.00,484,335,59.10,15,8,65.22,9.19,87.02,0.962,220,159,220,648,50.00,418,236,364,53.45
752,Artem Zub,OTT,D,50,1078.3833333333,873,1123,43.74,667,840,44.26,471,590,44.39,38,44,46.34,39.83,53.32,42.75,430,573,42.87,164,221,42.60,20,16,55.56,266,352,43.04,10,19,34.48,381,477,44.41,7,9,43.75,8.07,92.54,1.006,115,228,178,764,39.25,282,315,395,41.65
497,Artemi Panarin,NYR,L,45,872.03333333333,982,783,55.64,755,592,56.05,525,431,54.92,67,35,65.69,57.17,40.06,58.80,511,430,54.30,211,168,55.67,39,20,66.10,300,262,53.38,18,9,66.67,430,305,58.50,9,4,69.23,12.76,91.88,1.046,178,131,69,533,72.06,364,206,180,66.91
724,Arthur Kaliyev,L.A,R,49,615.86666666667,658,399,62.25,520,300,63.41,384,213,64.32,31,25,55.36,37.46,23.27,61.68,366,215,62.99,164,94,63.57,23,16,58.97,202,121,62.54,7,5,58.33,260,149,63.57,0,3,0.00,8.07,88.26,0.963,152,117,46,520,76.77,246,156,112,68.72
736,Arttu Ruotsalainen,BUF,C,18,214,177,197,47.33,132,152,46.48,99,116,46.05,5,7,41.67,6.8,8.94,43.21,80,93,46.24,27,39,40.91,4,3,57.14,53,54,49.53,0,2,0.00,90,89,50.28,1,1,50.00,5.05,93.97,0.990,36,38,26,182,58.06,55,48,46,54.46
351,Artturi Lehkonen,MTL,L,48,696.08333333333,609,691,46.85,454,539,45.72,354,400,46.95,23,41,35.94,28.57,35.8,44.38,303,321,48.56,131,135,49.25,13,22,37.14,172,186,48.04,7,12,36.84,248,321,43.59,3,6,33.33,6.50,89.75,0.962,95,160,146,609,39.42,178,211,254,41.20
493,Austin Czarnik,NYI, SEA,C,14,158.96666666667,127,109,53.81,91,77,54.17,74,61,54.81,11,5,68.75,4.61,5.01,47.94,64,53,54.70,21,20,51.22,5,3,62.50,43,33,56.58,3,1,75.00,55,50,52.38,3,1,75.00,14.86,91.80,1.067,33,26,22,138,60.00,40,34,42,48.78
